pool,name,cost,attack,hp,class,tribe,official_effect_text_from_cards_json,official_url,official_reference_status,v230_static_status,name_in_app_js,tracked_in_implemented_reports,mechanics_detected,risk_priority,recommended_next_action
cost2_unit_random_pool,ドラゴスライム,2,2,3,共通,スライム,召喚時：味方ユニット１体を絶好調状態に戻す,https://gameconductor.com/dqrivals/c/d/857,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|zekkocho,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ドロヌーバ,2,2,3,共通,なし,ステルス,https://gameconductor.com/dqrivals/c/d/55,official_detail_url_present_in_cards_json,OK_GENERIC_BASIC_KEYWORD,no,no,basic_keyword,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ドロル,2,2,3,共通,ゾンビ,,https://gameconductor.com/dqrivals/c/d/576,official_detail_url_present_in_cards_json,OK_EFFECT_NONE,no,no,,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ナイトウィスプ,2,2,2,占い師,なし,,https://gameconductor.com/dqrivals/c/d/1055,official_detail_url_present_in_cards_json,OK_EFFECT_NONE,yes,no,,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ナスビナーラ,2,2,3,共通,なし,召喚時：ユニット１体を縦1列の中央に移動させる,https://gameconductor.com/dqrivals/c/d/59,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ニセたいこう,2,2,3,戦士,なし,召喚時：次に場に出る魔王系の味方ユニットににおうだちを付与する,https://gameconductor.com/dqrivals/c/d/1022,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,パペットこぞう,2,3,2,占い師,なし,占い：(1)味方リーダーのテンション-1、(2)+1/+1を得る,https://gameconductor.com/dqrivals/c/d/331,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,fortune,C_COMPLEX_BUT_HAS_EVIDENCE,実装証跡あり。ただし複合効果なので実機/ソロテストで再確認。
cost2_unit_random_pool,ヒポせんし,2,2,3,共通,なし,敵リーダーのテンションが上がる度攻撃力+1,https://gameconductor.com/dqrivals/c/d/508,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ヒートギズモ,2,2,2,魔剣士,なし,前列召喚時：正面にいる敵ユニットに2ダメージ、後列召喚時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1396,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|position,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ビッグスロース,2,1,1,武闘家,なし,自分がコスト1以下の手札を使う度+1/+1,https://gameconductor.com/dqrivals/c/d/236,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,cost_change|hand,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,ビッグハンマー,2,2,3,盗賊,なし,召喚時：自分のデッキから建物カードを1枚手札に加える。その後自分の手札から1枚選んで捨てる,https://gameconductor.com/dqrivals/c/d/1406,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|deck_search|hand|building,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ピクシー,2,1,4,共通,なし,ねらい撃ち,https://gameconductor.com/dqrivals/c/d/536,official_detail_url_present_in_cards_json,OK_GENERIC_BASIC_KEYWORD,no,no,basic_keyword,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ピサロのてさき,2,2,1,魔剣士,なし,絶好調、死亡時：このユニットが絶好調状態ならこの場所にピサロナイトを出す,https://gameconductor.com/dqrivals/c/d/887,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|zekkocho|put_into_play,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,ピンクモーモン,2,2,3,僧侶,なし,このユニットの攻撃で与えたダメージ分味方リーダーのHPを回復する,https://gameconductor.com/dqrivals/c/d/266,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ファーリス王子,2,1,2,戦士,冒険者,自分のターン終了時このユニットがブロックされているなら味方リーダーのテンション+1、カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1247,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,turn_end|draw,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,フレイム,2,1,1,共通,なし,前列にいる場合攻撃力+3,https://gameconductor.com/dqrivals/c/d/50,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,position,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,フロッガー,2,3,2,魔法使い,なし,スライム系の味方ユニットが場に出る度ランダムな敵1体に1ダメージ,https://gameconductor.com/dqrivals/c/d/1187,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,on_played_to_board|random,C_COMPLEX_BUT_HAS_EVIDENCE,実装証跡あり。ただし複合効果なので実機/ソロテストで再確認。
cost2_unit_random_pool,フーセンドラゴン,2,1,3,僧侶,ドラゴン,におうだち,https://gameconductor.com/dqrivals/c/d/1424,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ブチュチュンパ,2,3,2,共通,なし,召喚時：全ての敵ユニットは絶好調状態ではなくなる。,https://gameconductor.com/dqrivals/c/d/858,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|zekkocho,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ブライ,2,1,3,武闘家,冒険者,特技ダメージ+1、召喚時：このターン味方1体の攻撃力+2,https://gameconductor.com/dqrivals/c/d/1047,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ブラックマンティス,2,1,4,僧侶,なし,におうだち、召喚時：敵ユニット1体の攻撃力-1,https://gameconductor.com/dqrivals/c/d/1087,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|target_modal|basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ブラッドソード,2,2,2,戦士,なし,死亡時：味方ヒーローがいる場合自分のデッキからコスト2以下の武器を装備する。,https://gameconductor.com/dqrivals/c/d/794,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|deck_search|cost_change,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,プオーン,2,3,2,武闘家,なし,召喚時：自分のデッキからコストが最も高い武闘家のカードを手札に1枚加える,https://gameconductor.com/dqrivals/c/d/902,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|deck_search|cost_change|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,プチヒーロー,2,2,2,共通,なし,シンクロ:①HP+1、②攻撃力+1、③HP+1,https://gameconductor.com/dqrivals/c/d/912,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,synchro,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,プテラノドン,2,2,1,共通,なし,死亡時：自分のデッキからコストが4以下の冒険者カードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/978,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|random|deck_search|cost_change|hand,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,プヨンターゲット,2,2,3,占い師,なし,におうだち,https://gameconductor.com/dqrivals/c/d/813,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,プラズママウス,2,3,2,武闘家,なし,味方ヒーローがいる場合速攻を得る,https://gameconductor.com/dqrivals/c/d/798,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,プークプック,2,1,3,共通,なし,前後にいる味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/52,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ヘルコンドル,2,3,1,共通,なし,ねらい撃ち,https://gameconductor.com/dqrivals/c/d/60,official_detail_url_present_in_cards_json,OK_GENERIC_BASIC_KEYWORD,no,no,basic_keyword,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ヘルホーネット,2,2,2,商人,なし,召喚時：味方ユニット1体の攻撃力+1,https://gameconductor.com/dqrivals/c/d/287,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|target_modal,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ヘンリー,2,2,3,商人,冒険者,シンクロ：(1)HP+1、(2)味方のヒーロースキルのコストは1下がる、(3)味方のヒーロースキルを1ターンに2回まで発動できる,https://gameconductor.com/dqrivals/c/d/1524,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,synchro|cost_change,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ベビーサタン,2,3,2,魔剣士,なし,テンションリンク：自分と相手の最大MPが1増える,https://gameconductor.com/dqrivals/c/d/346,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,tension_link,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ベビーパンサー,2,2,2,共通,なし,おうえん,https://gameconductor.com/dqrivals/c/d/432,official_detail_url_present_in_cards_json,OK_GENERIC_BASIC_KEYWORD,no,no,basic_keyword,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ベホイミスライム,2,2,3,共通,スライム,死亡時：GET(1)、BET：1ターンに1回のみ味方リーダーのHPを2回復,https://gameconductor.com/dqrivals/c/d/1115,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|bet|get,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,ベロニャーゴ,2,1,3,共通,なし,れんけい：HP+1、味方リーダーが攻撃した後1/1のプリスニャンを1体出す,https://gameconductor.com/dqrivals/c/d/1231,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei|put_into_play,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,ホイミスライム,2,1,3,共通,スライム,自分のターン終了時ダメージを受けている他の味方1体のHPを2回復,https://gameconductor.com/dqrivals/c/d/44,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,turn_end,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ホミロン軍曹,2,1,3,共通,スライム,召喚時：合計2ダメージを正面のランダムな敵マスに割り振る。このユニットを除くスライム系のみかたユニットの数分ダメージ+1,https://gameconductor.com/dqrivals/c/d/606,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon|random,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ホワイトビート,2,2,3,共通,なし,ヒーロースキルを1ターンに2回まで発動できるようになる,https://gameconductor.com/dqrivals/c/d/834,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ボックススライム,2,1,3,魔法使い,スライム,召喚時：GET(1)、BET：以下の効果からランダムに1つ発動する。(1):カードを1枚引く、(2):HP+1、(3):味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1145,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|bet|get|random|draw,A_COMPLEX_NAME_ONLY,GET/BET入口、1ターン1回制限、累積カウント、コイン消費時誘発を確認。
cost2_unit_random_pool,ボーンバット,2,3,4,僧侶,ゾンビ,召喚時：このユニットに2ダメージを与える,https://gameconductor.com/dqrivals/c/d/264,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ポイズンリザード,2,3,2,共通,なし,絶好調、このユニットが絶好調状態ならダメージを与えたユニットを毒にする,https://gameconductor.com/dqrivals/c/d/915,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,zekkocho,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,ポンポコだぬき,2,3,2,共通,なし,死亡時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1233,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,マギール,2,2,3,共通,なし,味方建物があるなら手札のこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1331,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,cost_change|hand|building,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,マクロベータ,2,2,3,僧侶,なし,れんけい:縦1列にいる全てのユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1277,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,renkei,A_COMPLEX_NAME_ONLY,テンション3条件のみ・テンション非消費・対象/場に出す/召喚時不発を確認。
cost2_unit_random_pool,マジックフライ,2,1,1,魔法使い,なし,死亡時：自分のデッキから特技カードを1枚引く,https://gameconductor.com/dqrivals/c/d/206,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|deck_search|draw,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,マタンゴ,2,2,3,共通,なし,召喚時：敵リーダーが装備中のコスト4以下の武器を破壊する。,https://gameconductor.com/dqrivals/c/d/833,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|cost_change,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,マッドプラント,2,2,3,武闘家,なし,召喚時：味方ユニット1体を次の相手のターン中ステルスにする,https://gameconductor.com/dqrivals/c/d/926,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|target_modal|basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,マドルーパー,2,2,2,共通,なし,このユニットは戦闘ダメージのみ受ける,https://gameconductor.com/dqrivals/c/d/976,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,マヒャドフライ,2,1,4,共通,なし,敵リーダーにダメージを与えた時相手の手札にうまのふんを加える。,https://gameconductor.com/dqrivals/c/d/637,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,hand,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,マリンスライム,2,2,3,武闘家,スライム,スキルブースト：攻撃力+1,https://gameconductor.com/dqrivals/c/d/766,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,skill_boost,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,マーブルン,2,2,1,共通,なし,召喚時：指定の味方マスに1/1のプリズニャンを1体出す,https://gameconductor.com/dqrivals/c/d/1071,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|put_into_play,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,マーマンダイン,2,3,2,共通,なし,パワフルバッジ：ドラゴン系のユニットカードを使う度敵リーダーに1ダメージ,https://gameconductor.com/dqrivals/c/d/578,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,powerful_badge,A_COMPLEX_NAME_ONLY,常在/バッジ再計算、後出し反映、場を離れた時の解除を確認。
cost2_unit_random_pool,ミステリドール,2,2,3,共通,なし,召喚時:前後のマスにこのユニットがいる地形をコピーする。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/510,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|copy|terrain,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,メイジももんじゃ,2,1,2,魔法使い,なし,召喚時：味方ヒーローがいる場合ヒャドを手札に加える,https://gameconductor.com/dqrivals/c/d/747,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,メイジキメラ,2,2,3,魔法使い,なし,自分が特技を使う度攻撃力+1,https://gameconductor.com/dqrivals/c/d/195,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,spell_used,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,メイジバピラス,2,2,2,占い師,ドラゴン,絶好調、絶好調状態の味方ユニットが攻撃する度自分のデッキから占いカードを1枚引く,https://gameconductor.com/dqrivals/c/d/966,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,fortune|zekkocho|deck_search|draw,A_COMPLEX_NAME_ONLY,通常/必中/超必中、占い(1)/(2)誘発リスナーを確認。
cost2_unit_random_pool,メソコボルト,2,2,3,共通,なし,召喚時：ユニット1体ににおうだちを付与する,https://gameconductor.com/dqrivals/c/d/1172,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|target_modal|basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,メタッピー,2,2,3,戦士,なし,テンションリンク：このターン中味方リーダーが受けるダメージ-3,https://gameconductor.com/dqrivals/c/d/173,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,tension_link,A_COMPLEX_NAME_ONLY,公式文面どおり個別実装の有無を確認。
cost2_unit_random_pool,メタルスライム,2,1,2,共通,スライム,メタルボディ,https://gameconductor.com/dqrivals/c/d/19,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,basic_keyword,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,メドーサボール,2,2,2,共通,なし,味方ヒーローのヒーロースキルが発動した後自分のデッキからシンクロを持つカードを1枚引く,https://gameconductor.com/dqrivals/c/d/920,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,synchro|deck_search|draw,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,メーダ,2,3,2,共通,なし,前列にいる場合両プレイヤーの特技カードのコスト+1,https://gameconductor.com/dqrivals/c/d/94,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,position|cost_change,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,モコフル,2,2,3,共通,なし,召喚時:味方ユニット1体を封印する,https://gameconductor.com/dqrivals/c/d/419,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|seal|target_modal,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,モコモコじゅう,2,1,3,共通,なし,速攻,https://gameconductor.com/dqrivals/c/d/787,official_detail_url_present_in_cards_json,OK_GENERIC_BASIC_KEYWORD,no,no,basic_keyword,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ラグアス王子,2,2,2,占い師,冒険者,おうえん、召喚時&攻撃時：相手のデッキの1番上のカードを見てデッキの一番下に移動させることができる,https://gameconductor.com/dqrivals/c/d/1058,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|attack|basic_keyword,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,ランドゲーロ,2,4,4,僧侶,なし,召喚時：前列に召喚した場合攻撃力が1になる。後列に召喚した場合HPが１になる。,https://gameconductor.com/dqrivals/c/d/464,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|position,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,ラーミア,2,0,1,共通,なし,召喚時:6つのオーブをデッキに混ぜ復活の準備に入る。 自分の場にオーブが全て揃った時ラーミアは復活しこの対戦に勝利する。,https://gameconductor.com/dqrivals/c/d/534,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,summon,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,リカントマムル,2,2,1,武闘家,なし,召喚時&死亡時：武術カード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1083,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|death|hand,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,リザードキッズ,2,5,3,共通,ドラゴン,攻撃時：このターン中攻撃力-3。,,official_detail_url_missing,REVIEW_NAME_MENTIONED_ONLY,yes,no,attack,A_OFFICIAL_URL_MISSING,公式DB詳細URLの再取得が先。名前検索で公式IDを確認してから実装照合。
cost2_unit_random_pool,リザードフライ,2,2,3,共通,ドラゴン,召喚時:味方ユニット1体を1マス下に移動させる。,https://gameconductor.com/dqrivals/c/d/535,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|target_modal,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,リザードマン,2,3,2,共通,ドラゴン,効果なし,https://gameconductor.com/dqrivals/c/d/8,official_detail_url_present_in_cards_json,OK_EFFECT_NONE,yes,no,,D_LOW_RISK_EVIDENCE_OK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,リップス,2,2,2,共通,なし,敵リーダーにダメージを与えると敵リーダーのテンション-1,https://gameconductor.com/dqrivals/c/d/53,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,リンリン,2,1,3,僧侶,なし,死亡時：ランダムなコスト1のドラゴン系ユニット1体をこのマスに出す。スキルブースト：ユニットのコスト+1,https://gameconductor.com/dqrivals/c/d/619,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,death|skill_boost|target_modal|random|put_into_play|cost_change,A_COMPLEX_NAME_ONLY,死亡時のみ。消滅/変身/手札戻しでは発動しないことを確認。
cost2_unit_random_pool,ルイーダ,2,1,2,商人,冒険者,自分のターン終了時ランダムな冒険者1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/822,official_detail_url_present_in_cards_json,OK_TRACKED_IMPLEMENTED,yes,yes,turn_end|random|hand,B_RECENTLY_FIXED_RECHECK,直近修正済み。公式文面との一致を再テスト対象にする。
cost2_unit_random_pool,ルーキー,2,1,2,魔法使い,スライム,おうえん、召喚時：自分のデッキからコスト5以上のランダムなユニットカードを1枚引く,https://gameconductor.com/dqrivals/c/d/1180,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|random|deck_search|draw|cost_change|basic_keyword,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
cost2_unit_random_pool,卑劣などくやずきん,2,3,2,魔剣士,なし,召喚時：敵1体に1ダメージ。対象が毒なら3ダメージ,https://gameconductor.com/dqrivals/c/d/1452,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon,B_NAME_ONLY_RECHECK,低リスク。汎用キーワード/効果なし/既実装証跡として二次確認へ。
cost2_unit_random_pool,変貌のくものきょじん,2,3,2,商人,なし,召喚時：味方ユニット1体をランダムなコストが1高いランダムなユニットに変身させる,https://gameconductor.com/dqrivals/c/d/1450,official_detail_url_present_in_cards_json,REVIEW_NAME_MENTIONED_ONLY,yes,no,summon|transform|target_modal|random|cost_change,A_COMPLEX_NAME_ONLY,手札から召喚時のみ発動。ランダムで場に出た場合に発動しないことを確認。
