pool,cost,name,status,risk,keywords,text,officialUrl
cost4_5_unit,5,バルバロッサ,v240_added_or_reinforced,complex,召喚時|手札,召喚時:魔法陣に召喚された場合メラミを手札に加える,https://gameconductor.com/dqrivals/c/d/554
cost4_5_unit,4,まどうスライム,v240_added_or_reinforced,complex,ランダム|手札|特技,特技ダメージ+1。自分が特技を使う度ランダムなスライム系のユニットカードを手札に1枚加える。,https://gameconductor.com/dqrivals/c/d/614
cost4_5_unit,4,闇の司祭,v240_added_or_reinforced,complex,パワフルバッジ|特技,パワフルバッジ：スライム系の味方ユニットは特技ダメージを受けない,https://gameconductor.com/dqrivals/c/d/653
cost4_5_unit,5,魔犬レオパルド,v240_added_or_reinforced,complex,死亡時|手札,死亡時：神鳥の杖を手札に加える,https://gameconductor.com/dqrivals/c/d/782
cost4_5_unit,4,ラリホービートル,v240_added_or_reinforced,complex,召喚時|ターン終了,召喚時：味方ヒーローがいる場合敵ユニット1体を次のターン終了時まで攻撃不能にする。,https://gameconductor.com/dqrivals/c/d/797
cost4_5_unit,5,スノーホムンクルス,basic_keyword_or_no_text,none,,,https://gameconductor.com/dqrivals/c/d/870
cost4_5_unit,5,メイジポンポコ,existing_trace,complex,死亡時|コスト|特技|味方リーダー,シンクロ：①味方リーダーが使用する特技カードの攻撃力+1、②死亡時：自分のデッキからコスト5以上の特技カードを1枚引く、③+1/+1,https://gameconductor.com/dqrivals/c/d/952
cost4_5_unit,5,キャプテン・クロウ,existing_trace,complex,特技,おうえん、自分が特技を使う度カードを１枚引く,https://gameconductor.com/dqrivals/c/d/1066
cost4_5_unit,5,レモンキング,existing_trace,complex,攻撃時|BET|GET|場に出す|出す,攻撃時：GET(1)。BET：スライムを2体、味方の場に出す。レモンキング以外のスライム系の味方ユニットが死亡した時、相手リーダーへ1ダメージ。,https://gameconductor.com/dqrivals/c/d/1102
cost4_5_unit,4,少女マリベル,existing_trace,complex,召喚時|BET|GET|コスト|特技,召喚時：GET(2)。BET：このターン中、次に使う特技カードのコスト-2。,https://gameconductor.com/dqrivals/c/d/1147
cost4_5_unit,4,天才魔法使いベロニカ,remaining_for_next_pass,complex,れんけい|ランダム|手札|特技,れんけい：敵1体に3ダメージ。戦闘以外のダメージで敵ユニットが死亡する度魔法使いの特技カードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1260
cost4_5_unit,4,飛翔のガーゴイル,existing_trace,complex,召喚時|手札|出す|特技,おうえん、ねらい撃ち。召喚時：自分の手札に特技カードがあるならこのユニットにさくせんを出す,https://gameconductor.com/dqrivals/c/d/1357
cost4_5_unit,5,ゲルニック将軍,v240_added_or_reinforced,complex,特技|味方リーダー,自分が魔法使いの特技を使う度または敵が特技を使う度味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1358
cost4_5_unit,4,ヘルジュラシック,existing_trace,complex,手札|コスト,敵ユニットが2体以上いるなら手札にあるこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1497
cost4_5_unit,5,スノードラゴン,existing_trace,complex,召喚時|ランダム|手札|コスト|特技,召喚時：コスト4・5・6の特技カードをそれぞれランダムに1枚ずつ選出し、その中から1枚を選んで手札に加える。自分のデッキのメラ系の特技カードが無いなら手札にあるこのカードのコスト-2。,https://gameconductor.com/dqrivals/c/d/1498
cost4_5_unit,5,邪教の使徒ゲマ,remaining_for_next_pass,complex,召喚時|ターン開始|ランダム|味方リーダー,召喚時：次の相手のターン開始時相手は受ける効果を選ぶ・味方リーダーに5ダメージ、味方リーダーのテンション-3・攻撃力が最も高いランダムな味方ユニット1体を死亡させる,https://gameconductor.com/dqrivals/c/d/1564
cost4_5_unit,5,ナイトフォックス,remaining_for_next_pass,complex,コスト|特技,自分の特技カードのコスト-1,https://gameconductor.com/dqrivals/c/d/232
cost4_5_unit,4,ムーンキメラ,v240_added_or_reinforced,complex,召喚時|移動,召喚時：後列にいる全ての敵ユニットを前列に移動させる。,https://gameconductor.com/dqrivals/c/d/244
cost4_5_unit,4,きりさきピエロ,v240_added_or_reinforced,complex,召喚時|手札,召喚時：敵ユニット1体につき武術カード1枚を手札に加える。,https://gameconductor.com/dqrivals/c/d/249
cost4_5_unit,5,キラーマシン,remaining_for_next_pass,complex,召喚時,2回攻撃、召喚時：敵ユニット1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/250
cost4_5_unit,5,デュラハンナイト,existing_trace,complex,召喚時|手札,召喚時：このユニット以下の攻撃力を持つ敵ユニット1体を相手の手札に戻す、スキルブースト:攻撃力+1,https://gameconductor.com/dqrivals/c/d/410
cost4_5_unit,4,ベスキング,remaining_for_next_pass,complex,テンションリンク|出す,テンションリンク：2/1のスライムベスを出す,https://gameconductor.com/dqrivals/c/d/435
cost4_5_unit,4,キラーファング,remaining_for_next_pass,complex,移動,このユニットが移動する度2/-1,https://gameconductor.com/dqrivals/c/d/479
cost4_5_unit,5,アカリリス,remaining_for_next_pass,complex,出す|移動,このユニットが移動する度速攻2/1のいっかくうさぎを出す,https://gameconductor.com/dqrivals/c/d/558
cost4_5_unit,4,キラーエイプ,v240_added_or_reinforced,complex,パワフルバッジ,パワフルバッジ：スライム系の味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/584
cost4_5_unit,5,グランスライム,v240_added_or_reinforced,complex,手札|コスト,このユニットを除くスライム系の味方ユニット全てを+1/+1。 自分の手札にあるスライム系のユニットカードのコスト-1。,https://gameconductor.com/dqrivals/c/d/585
cost4_5_unit,5,エンゼルスライム,existing_trace,complex,召喚時|手札|捨て,召喚時：自分のデッキの上から3枚のカードを公開する。 その中にあるスライム系のユニットカードを全て手札に加え、残りのカードを捨てる。,https://gameconductor.com/dqrivals/c/d/658
cost4_5_unit,5,クイーンモーモン,remaining_for_next_pass,complex,味方リーダー,味方ヒーローがいる場合自分のターン中味方リーダーの攻撃力+2,https://gameconductor.com/dqrivals/c/d/748
cost4_5_unit,4,ほのおのせんし,v240_added_or_reinforced,complex,召喚時,召喚時：前列に召喚した場合味方ヒーローがいるなら１マス前にいる敵ユニットに4ダメージ,https://gameconductor.com/dqrivals/c/d/842
cost4_5_unit,4,シルバーマント,remaining_for_next_pass,simple,,絶好調、絶好調状態の味方ユニットが攻撃する度そのユニットは攻撃力+1を得る,https://gameconductor.com/dqrivals/c/d/954
cost4_5_unit,5,アームライオン,v240_added_or_reinforced,simple,,絶好調、絶好調状態の味方ユニットは速攻を得る,https://gameconductor.com/dqrivals/c/d/956
cost4_5_unit,4,コトブキーノ,v240_added_or_reinforced,complex,召喚時|ランダム|手札|特技,召喚時：自分のデッキから特技カードをランダムに1枚手札に加える。自分の場に冒険者がいるなら代わりに2枚手札に加える。,https://gameconductor.com/dqrivals/c/d/1046
cost4_5_unit,4,アサシンクロー,existing_trace,complex,召喚時|BET|GET|手札,召喚時：GET(1)。BET：武術カードを1枚手札に加える。,https://gameconductor.com/dqrivals/c/d/1122
cost4_5_unit,5,ゴレオン将軍,remaining_for_next_pass,complex,BET|GET|スキルリンク|味方リーダー,スキルリンク：GET(1)、BET:攻撃力+1、自分がコインを使う度味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1178
cost4_5_unit,4,カンダタ,existing_trace,complex,召喚時|攻撃時|手札,召喚時&攻撃時:敵の手札コイン1枚を盗む。盗めなかった場合攻撃力+1、自分の手札のコインの数分このユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/1192
cost4_5_unit,4,ブラッドミスト,remaining_for_next_pass,simple,,ステルス、スキルブースト:攻撃力+1,https://gameconductor.com/dqrivals/c/d/1271
cost4_5_unit,4,ニマ大師,v240_added_or_reinforced,complex,召喚時|味方リーダー,召喚時：味方リーダーのテンションスキルを灼熱とうこん討ちに変える,https://gameconductor.com/dqrivals/c/d/1272
cost4_5_unit,5,キラーリカント,v240_added_or_reinforced,complex,死亡時|味方リーダー,おうえん、におうだち、死亡時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1364
cost4_5_unit,5,マミムメモリー,v240_added_or_reinforced,complex,スキルリンク|コスト|味方リーダー,自分がコスト1以上のカードを使う度味方リーダーのテンションが、使用したカードのコストの数分上がる。スキルリンク:+1/+1,https://gameconductor.com/dqrivals/c/d/1365
cost4_5_unit,5,追撃のキラーマシン,remaining_for_next_pass,complex,召喚時|ランダム|出す,2回攻撃、召喚時:このユニットにさくせんを出す。自分がさくせんを出した後、1ターンに2回までランダムな敵ユニット1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/1448
cost4_5_unit,4,デビルロード,existing_trace,complex,敵リーダー,2回攻撃、ねらい撃ち、このユニットが敵リーダーを攻撃した後「このターン中敵リーダーを攻撃できない」を得る,https://gameconductor.com/dqrivals/c/d/1507
cost4_5_unit,4,大工の息子ハッサン,remaining_for_next_pass,complex,召喚時|出す|コスト|建物,召喚時：自分のデッキからコスト2以下の建物カードの中でコストが最大のもの1枚を指定の味方マスに出す,https://gameconductor.com/dqrivals/c/d/1508
cost4_5_unit,5,イエローファット,existing_trace,complex,召喚時|出す|味方リーダー,召喚時：味方リーダーのテンションを全て消費する。消費した数と同じだけ速攻1/1のファーラットを出す,https://gameconductor.com/dqrivals/c/d/1509
cost4_5_unit,5,ハンターフライ,remaining_for_next_pass,complex,死亡時|コスト|味方リーダー,先制、死亡時：味方リーダーのテンション+1、スキルブースト:コスト-1,https://gameconductor.com/dqrivals/c/d/1565
cost4_5_unit,5,ベロリンマン,v240_added_or_reinforced,complex,召喚時|スキルリンク|出す,おうえん、召喚時&スキルリンク:ベロリンマンを1体出す,https://gameconductor.com/dqrivals/c/d/1566
cost4_5_unit,5,スターキメラ,remaining_for_next_pass,simple,,味方が回復する度攻撃力+2,https://gameconductor.com/dqrivals/c/d/270
cost4_5_unit,4,イーブルフライ,v240_added_or_reinforced,complex,召喚時,召喚時：ユニット1体の攻撃力をHPと同じ値にする,https://gameconductor.com/dqrivals/c/d/272
cost4_5_unit,4,エビルチクリン,v240_added_or_reinforced,complex,召喚時,におうだち、召喚時：味方ユニット1体ににおうだちを付与する,https://gameconductor.com/dqrivals/c/d/273
cost4_5_unit,4,リトルライバーン,existing_trace,complex,ランダム,味方が回復する度ランダムな敵1体に2ダメージ,https://gameconductor.com/dqrivals/c/d/274
cost4_5_unit,5,クリフト,remaining_for_next_pass,complex,召喚時|ランダム,召喚時：ランダムな2マスにいる敵ユニットを死亡させる,https://gameconductor.com/dqrivals/c/d/283
cost4_5_unit,4,ともしびこぞう,v240_added_or_reinforced,complex,死亡時|ランダム,死亡時：ランダムな敵1体に2ダメージ、スキルブースト:+1ダメージ,https://gameconductor.com/dqrivals/c/d/466
cost4_5_unit,5,ユニコーン,v240_added_or_reinforced,complex,召喚時,召喚時:HPを4回復,https://gameconductor.com/dqrivals/c/d/523
cost4_5_unit,4,フォレストドラゴ,existing_trace,complex,ターン終了|味方リーダー,自分のターン終了時味方リーダーのHPを2回復,https://gameconductor.com/dqrivals/c/d/562
cost4_5_unit,5,たつのこナイト,remaining_for_next_pass,complex,パワフルバッジ|手札|コスト,パワフルバッジ：自分の手札にあるドラゴン系のユニットカードのコスト-1。,https://gameconductor.com/dqrivals/c/d/630
cost4_5_unit,4,ウィングタイガー,v240_added_or_reinforced,complex,召喚時,召喚時：味方ヒーローがいる場合敵ユニット1体の攻撃力を-2,https://gameconductor.com/dqrivals/c/d/741
cost4_5_unit,5,グリーンドラゴン,remaining_for_next_pass,simple,,効果なし,https://gameconductor.com/dqrivals/c/d/770
cost4_5_unit,5,アイアンナイト,v240_added_or_reinforced,complex,死亡時|ランダム,におうだち、死亡時：ランダムな味方ユニット1体を味方ヒーローのレベルの数分+1/+1,https://gameconductor.com/dqrivals/c/d/876
cost4_5_unit,4,ごくらくちょう,v240_added_or_reinforced,complex,死亡時|味方リーダー|敵リーダー,シンクロ:①HP+1、②ねらい撃ち、③死亡時:味方リーダーのHPを3回復、敵リーダーに3ダメージ,https://gameconductor.com/dqrivals/c/d/958
cost4_5_unit,5,ベビーニュート,existing_trace,complex,ランダム,味方ユニットのHPが回復する度ランダムな敵1体に1ダメージを与えた後カードを1枚引く,https://gameconductor.com/dqrivals/c/d/997
cost4_5_unit,4,ベビーサラマンダ,existing_trace,complex,攻撃時|BET|GET|変身,攻撃時：GET(1)、BET:攻撃力+1、このBETが4回発動した後超貫通8/8のサラマンダーに変身する,https://gameconductor.com/dqrivals/c/d/1138
cost4_5_unit,4,チョメ,basic_keyword_or_no_text,simple,,速攻,https://gameconductor.com/dqrivals/c/d/1196
cost4_5_unit,5,マリンフェアリー,remaining_for_next_pass,complex,召喚時|ランダム|手札|コスト|復活|捨て,召喚時:手札にあるコインをランダムに1枚捨てる。そうした場合この対戦中に死亡した4コスト以下の味方ユニット3種類の中から1体を選んで復活させる,https://gameconductor.com/dqrivals/c/d/1197
cost4_5_unit,5,セラフィ,v240_added_or_reinforced,complex,召喚時|ターン終了|出す,召喚時：指定の味方マスに速攻3/3のチョメを1体出す。自分のターン終了時全ての味方のHPを1回復,https://gameconductor.com/dqrivals/c/d/1198
cost4_5_unit,4,ベルザブル,remaining_for_next_pass,complex,テンションリンク,テンションリンク:このユニットは1ダメージを受ける。その後このユニットのHPが1以上あるならカードを1枚引く,https://gameconductor.com/dqrivals/c/d/1274
cost4_5_unit,4,決意の聖賢セーニャ,existing_trace,complex,れんけい|ランダム,れんけい：全ての味方のHPを3回復する。味方ユニットのHPが回復する度、ランダムな敵1体に2ダメージ。,https://gameconductor.com/dqrivals/c/d/1275
cost4_5_unit,4,マージマタンゴ,v240_added_or_reinforced,complex,召喚時,召喚時:HPを3回復,https://gameconductor.com/dqrivals/c/d/1374
cost4_5_unit,4,強奪のくびかりぞく,v240_added_or_reinforced,complex,召喚時|出す|味方リーダー,召喚時：味方リーダーのテンションが2以上あるならこのユニットにさくせんを出す。このユニットの攻撃で敵ユニットが死亡する度カードを1枚引く,https://gameconductor.com/dqrivals/c/d/1375
cost4_5_unit,4,メダル王女,remaining_for_next_pass,complex,召喚時|ターン終了|テンションリンク|ランダム|出す|コスト,召喚時：相手のターン終了時までステルスを得る、テンションリンク：ランダムなコスト2以下のスライム系のユニットを1体出す,https://gameconductor.com/dqrivals/c/d/1514
cost4_5_unit,5,フォレスドン,remaining_for_next_pass,complex,召喚時|ターン終了|コスト|復活,召喚時：対戦中に死亡したコスト4以上の味方ユニット3種類の中から1体を選んで復活させ「ターン終了時このユニットは死亡する」を付与する,https://gameconductor.com/dqrivals/c/d/1567
cost4_5_unit,4,ダンビラムーチョ,remaining_for_next_pass,complex,テンションリンク|ランダム,テンションリンク：ランダムな味方ユニット1体の攻撃力+1,https://gameconductor.com/dqrivals/c/d/288
cost4_5_unit,5,おどるほうせき,remaining_for_next_pass,complex,特技,このユニットに自分が特技を使う度カードを1枚引く,https://gameconductor.com/dqrivals/c/d/292
cost4_5_unit,4,ごろつき,v240_added_or_reinforced,complex,召喚時,召喚時：自分のデッキから攻撃力1のユニットを1枚引く,https://gameconductor.com/dqrivals/c/d/298
cost4_5_unit,4,ヘルボックル,v240_added_or_reinforced,complex,召喚時|出す,召喚時:1/1のきりかぶこぞう1体を指定の味方マスに出す,https://gameconductor.com/dqrivals/c/d/299
cost4_5_unit,5,オーシャンクロー,remaining_for_next_pass,complex,特技,このユニットに自分が特技を使う度+1/+1,https://gameconductor.com/dqrivals/c/d/304
cost4_5_unit,5,マネマネ,remaining_for_next_pass,complex,召喚時|変身,召喚時：他のユニット1体に変身する,https://gameconductor.com/dqrivals/c/d/309
cost4_5_unit,4,トロデ,remaining_for_next_pass,complex,特技,このユニットに自分が特技を使う度その特技と同じ効果が他の全ての味方ユニットに対しても発動する。,https://gameconductor.com/dqrivals/c/d/407
cost4_5_unit,5,もみじこぞう,v240_added_or_reinforced,complex,召喚時|出す,召喚時：2/2のもみじこぞうを1体出す。スキルブースト:+1体,https://gameconductor.com/dqrivals/c/d/445
cost4_5_unit,4,ゴールドマン,remaining_for_next_pass,complex,召喚時|地形,召喚時:上下のマスの地形を宝箱に変える。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/526
cost4_5_unit,5,エンタシスマン,remaining_for_next_pass,complex,手札|コスト,におうだち、このカード以外の自分の手札が6枚以上ある場合コスト-2,https://gameconductor.com/dqrivals/c/d/566
cost4_5_unit,4,メタルブラザーズ,v240_added_or_reinforced,complex,死亡時|手札,メタルボディ、死亡時：メタルスライムを手札に2枚加える。,https://gameconductor.com/dqrivals/c/d/621
cost4_5_unit,4,てっこうまじん,remaining_for_next_pass,simple,,味方が持つメタルボディはハードメタルボディに強化される,https://gameconductor.com/dqrivals/c/d/632
cost4_5_unit,4,デュランダル,remaining_for_next_pass,complex,パワフルバッジ|手札|武器,パワフルバッジ：自分の手札にあるメタルボディもしくはハードメタルボディを持つユニットカードと武器のカード残すと-1,https://gameconductor.com/dqrivals/c/d/666
cost4_5_unit,4,トンブレロ,v240_added_or_reinforced,complex,召喚時,召喚時：味方ヒーローがいる場合味方ユニット1体を+2/+2,https://gameconductor.com/dqrivals/c/d/846
cost4_5_unit,4,ブラバニクイーン,remaining_for_next_pass,simple,,シンクロ：①貫通、②速攻、③攻撃力+1,https://gameconductor.com/dqrivals/c/d/964
cost4_5_unit,5,獣魔将ガルレイ,v240_added_or_reinforced,complex,召喚時|ランダム,召喚時：正面にいるランダムな敵ユニット1体に2ダメージ。自分の場に冒険者がいるなら代わりに4ダメージ,https://gameconductor.com/dqrivals/c/d/1000
cost4_5_unit,4,ロクサーヌ,remaining_for_next_pass,complex,召喚時|手札,召喚時：好きなカードパックを選んで手札に加える,https://gameconductor.com/dqrivals/c/d/1054
cost4_5_unit,4,マグマロン,v240_added_or_reinforced,complex,召喚時|ターン終了|BET|GET,召喚時：GET(1)、BET:攻撃力+1と「次の相手のターン終了時まで効果の対象にならない」を得る,https://gameconductor.com/dqrivals/c/d/1127
cost4_5_unit,4,ベロベロ,existing_trace,complex,召喚時|ターン終了|れんけい|出す|コピー,れんけい：+1/+1。召喚時と自分のターン終了時に、このユニットの前後にコピーを出す。,https://gameconductor.com/dqrivals/c/d/1287
cost4_5_unit,5,デンダ,v240_added_or_reinforced,complex,召喚時|出す,召喚時:前列に召喚した場合1/1のデンダの子分を3体出す。後列に召喚した場合全ての味方ユニットを+1/+1,https://gameconductor.com/dqrivals/c/d/1288
cost4_5_unit,5,ハンフリー,existing_trace,complex,召喚時,召喚時:ユニット1体の攻撃力とHPを吸い取り自身の攻撃力とHPを同じ値にする。そのユニットを2/2にする,https://gameconductor.com/dqrivals/c/d/1289
cost4_5_unit,4,ヨージス,remaining_for_next_pass,complex,手札|コスト|建物,味方建物の数分手札にあるこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1384
cost4_5_unit,4,宿王リッカ,v240_added_or_reinforced,complex,召喚時|ターン終了,召喚時：次の相手のターン終了時までステルスを得る。 味方ユニットが場に出た後そのユニットを+1/+1,https://gameconductor.com/dqrivals/c/d/1385
cost4_5_unit,5,キラークリムゾン,remaining_for_next_pass,complex,選択|手札|コスト|味方リーダー,選択:・味方リーダーのテンション+2・コスト2のはがねのそろばん1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1527
cost4_5_unit,5,高潔な王パパス,existing_trace,complex,召喚時|味方リーダー,味方リーダーが敵ユニットを攻撃した後同じユニットに2ダメージ。味方リーダーのHPを2回復。召喚時:このターン中味方リーダーの攻撃力+2,https://gameconductor.com/dqrivals/c/d/1570
cost4_5_unit,4,ベルフェゴル,existing_trace,complex,占い|手札,自分が占いを持つ手札を使う度+1/+1,https://gameconductor.com/dqrivals/c/d/317
cost4_5_unit,4,エビルドライブ,remaining_for_next_pass,complex,占い,占い：(1)カードを1枚引く、(2)攻撃力+3,https://gameconductor.com/dqrivals/c/d/333
cost4_5_unit,4,ワンダーフール,v240_added_or_reinforced,complex,召喚時|コスト,召喚時：デッキの一番上のカードのコストが奇数なら+1/+1と貫通を得る。偶数なら-1/-1とにおうだちを得る,https://gameconductor.com/dqrivals/c/d/334
cost4_5_unit,5,おばけトマト,remaining_for_next_pass,complex,占い,占い：(1)敵ユニット1体の攻撃力を1にする、(2)敵ユニット1体のHPを1にする,https://gameconductor.com/dqrivals/c/d/335
cost4_5_unit,5,ミレーユ,existing_trace,complex,召喚時|攻撃時|手札,召喚時&攻撃時:自分のデッキの上からカードを2枚見る。1枚を手札に加え残りをデッキの上に戻す。,https://gameconductor.com/dqrivals/c/d/343
cost4_5_unit,4,レッサーデーモン,remaining_for_next_pass,complex,テンションリンク|ランダム|コスト,テンションリンク：お互いのデッキの一番上にあるカードを比べ、コストが高い方のリーダーに1ダメージ。 ランダムな位置にカードを戻す。 スキルブースト：+1ダメージ,https://gameconductor.com/dqrivals/c/d/448
cost4_5_unit,4,デスマーキュリー,remaining_for_next_pass,complex,召喚時|地形,召喚時:指定のマスの地形を天啓の神域に変える。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/530
cost4_5_unit,4,ソルジャーブル,v240_added_or_reinforced,complex,パワフルバッジ,パワフルバッジ：ドラゴン系の味方ユニットの攻撃力+1,https://gameconductor.com/dqrivals/c/d/625
cost4_5_unit,5,だいまどう,remaining_for_next_pass,complex,召喚時|手札|特技,特技ダメージ+1、召喚時：自分の手札にドラゴン系のユニットカードがある場合運命の輪を手札に1枚加える。,https://gameconductor.com/dqrivals/c/d/626
cost4_5_unit,5,キースドラゴン,existing_trace,complex,占い|味方リーダー,占い：①味方リーダーのHPを5回復、②正面にいる全ての敵ユニットに2ダメージ,https://gameconductor.com/dqrivals/c/d/670
cost4_5_unit,4,サイコロン,existing_trace,complex,召喚時|ランダム,召喚時：味方ヒーローがいる場合合計5ダメージをこのユニット以外のランダムなユニットに割り振る,https://gameconductor.com/dqrivals/c/d/848
cost4_5_unit,4,ホワイトパンサー,existing_trace,complex,攻撃時,絶好調、速攻、攻撃時：このユニットが絶好調状態ならこのターン中ダメージを受けない,https://gameconductor.com/dqrivals/c/d/884
cost4_5_unit,5,メタルドラゴン,remaining_for_next_pass,complex,占い|出す|コスト,絶好調、占い：①自分のデッキからコスト2以下の絶好調を持つユニットを2体出す、②絶好調を持つ全ての味方ユニットを+1/+1,https://gameconductor.com/dqrivals/c/d/933
cost4_5_unit,4,リゼロッタ&ルコリア,remaining_for_next_pass,complex,占い|ランダム|手札,占い：①この対戦中に死亡したランダムな味方ユニットを2枚手札に加える、②自分の手札とデッキの攻撃力2以下のユニットカードを+1/+1する,https://gameconductor.com/dqrivals/c/d/969
cost4_5_unit,5,グランマーズ,existing_trace,complex,召喚時|攻撃時|手札|コスト,召喚時&攻撃時：自分のデッキの上からカード3枚を見る。1枚を手札に加えそのカードのコスト-2。残りをデッキの下に戻す,https://gameconductor.com/dqrivals/c/d/1021
cost4_5_unit,4,ルバンカ,existing_trace,complex,召喚時|BET|GET|コスト,におうだち。召喚時：デッキの一番上が偶数コストならGET(2)。BET：HP+1,https://gameconductor.com/dqrivals/c/d/1164
cost4_5_unit,5,インプケイオス,remaining_for_next_pass,complex,召喚時|コスト|味方リーダー,召喚時：敵ユニット1体に1ダメージ。自分のデッキの一番上のカードのコストが偶数なら代わりに3ダメージ与えた後味方リーダーのHPを3回復,https://gameconductor.com/dqrivals/c/d/1203
cost4_5_unit,4,ヘルプラネット,existing_trace,complex,れんけい|占い,におうだち。れんけい：自分が次に使う占いカード1枚のみ効果が両方発動する。,https://gameconductor.com/dqrivals/c/d/1297
cost4_5_unit,5,セレン,existing_trace,complex,死亡時|れんけい|出す,れんけい：他の全ての味方ユニットに死亡時2/2の魚を出すを付与する。攻撃力2以下の味方ユニットは速攻を得る。,https://gameconductor.com/dqrivals/c/d/1298
cost4_5_unit,4,ゴルドン,v240_added_or_reinforced,complex,召喚時|コスト|建物,におうだち、召喚時：自分のデッキからコスト2以下の建物カードを1枚引く。そのカードのコストを-1,https://gameconductor.com/dqrivals/c/d/1391
cost4_5_unit,5,イブール,existing_trace,complex,召喚時|攻撃時|手札|コスト|特技,相手プレイヤーの手札の特技カードのコスト+1、召喚時&攻撃時:相手のデッキの一番上にイブールの本が一枚置かれる,https://gameconductor.com/dqrivals/c/d/1392
cost4_5_unit,4,魔王グラコス,v240_added_or_reinforced,complex,ターン終了|れんけい|出す|敵リーダー,れんけい：テンタコルスを2体出す。自分のターン終了時このユニットがブロックされていないなら敵リーダーに3ダメージ,https://gameconductor.com/dqrivals/c/d/1441
cost4_5_unit,5,ドラゴビショップ,existing_trace,complex,召喚時|占い|手札|コスト,召喚時:カードを2枚引く、このターン中に使った占いカードの枚数分デッキと手札にあるこのカードのコスト-1,https://gameconductor.com/dqrivals/c/d/1537
cost4_5_unit,5,セニカ,remaining_for_next_pass,complex,ターン終了|れんけい,自分のターン終了時このターン戦闘以外のダメージで死亡した敵かHPを回復した味方ユニットがいるならカードを1枚引く。れんけい:敵1体に3ダメージ。全ての味方のHPを3回復,https://gameconductor.com/dqrivals/c/d/1572
cost4_5_unit,4,ボーンプリズナー,existing_trace,complex,召喚時,召喚時：このターン中敵ユニット1体の攻撃力-3,https://gameconductor.com/dqrivals/c/d/357
cost4_5_unit,4,マッドフィンガー,v240_added_or_reinforced,complex,死亡時|出す,死亡時：1/1のマドハンドを2体出す,https://gameconductor.com/dqrivals/c/d/358
cost4_5_unit,4,リビングデッド,v240_added_or_reinforced,complex,召喚時|変身,召喚時：味方ユニット1体を3/3のミイラおとこに変身させる,https://gameconductor.com/dqrivals/c/d/362
cost4_5_unit,5,妖剣士オーレン,remaining_for_next_pass,complex,召喚時,召喚時：敵ユニット1体を-2/-2,https://gameconductor.com/dqrivals/c/d/367
cost4_5_unit,4,ジャミ,existing_trace,complex,召喚時|ターン終了|手札,召喚時：相手の手札が6枚以上ある場合、縦1列にいる全ての敵ユニットを次のターン終了時まで攻撃不能にする。,https://gameconductor.com/dqrivals/c/d/438
cost4_5_unit,4,ゴンズ,existing_trace,complex,召喚時|手札,おうえん、におうだち。召喚時：相手の手札が6枚以上なら+2/+2,https://gameconductor.com/dqrivals/c/d/439
cost4_5_unit,5,ゲマ,remaining_for_next_pass,complex,手札|コスト|敵リーダー,ステルス、相手がデッキからカードを手札に加える度そのカードのコストを+1、敵リーダーに2ダメージ,https://gameconductor.com/dqrivals/c/d/446
cost4_5_unit,4,まおうのつかい,remaining_for_next_pass,simple,,自分のターン中味方ユニットがダメージを受けた場合その味方ユニットの攻撃力+2,https://gameconductor.com/dqrivals/c/d/483
cost4_5_unit,4,どぐうせんし,v240_added_or_reinforced,complex,召喚時|地形,召喚時:このユニットがいる横1列の後列マスの地形を全てバリア床に変える。 この効果で地形の上書きはできない。,https://gameconductor.com/dqrivals/c/d/484
cost4_5_unit,5,バラモスブロス,remaining_for_next_pass,complex,パワフルバッジ|味方リーダー,パワフルバッジ：ゾンビ系のユニットカードを使う度味方リーダーのMPが1回復,https://gameconductor.com/dqrivals/c/d/631
cost4_5_unit,4,デッドエンペラー,v240_added_or_reinforced,complex,死亡時|出す,死亡時：4/4のじごくのきしをこのマスに出す スキルブースト：攻撃力+1,https://gameconductor.com/dqrivals/c/d/769
cost4_5_unit,4,じごくのきし,basic_keyword_or_no_text,none,,,https://gameconductor.com/dqrivals/c/d/773
cost4_5_unit,5,ホークブリザード,v240_added_or_reinforced,complex,死亡時|ランダム|コスト,死亡時：ランダムな敵ユニット1体を死亡させる。 スキルブースト：コスト-1,https://gameconductor.com/dqrivals/c/d/812
cost4_5_unit,4,フライングデス,existing_trace,complex,召喚時|出す|コスト,召喚時：自分の場に空きマスがあるなら味方ユニットを1体死亡させた後自分のデッキからそのユニットと同じコストを持つユニットを1体出す,https://gameconductor.com/dqrivals/c/d/971
