id,name,cost,cardType,classes,tribes,deckBuildable,text,triggers,appNameOccurrences,genericCoverage,complexScore,risk,officialUrl,v250Status,v250Note,v252Status,v252Note,v253Status,v253Note,v254Status,v254Note,v255Status,v255Note,v256Status,v256Note
card_f1e46eb7,やつざきアニマル,7,ユニット,共通,なし,True,対戦中に自分に使った特技カードの枚数分コスト-1,コスト,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/545,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。,IMPLEMENTED_OR_CONFIRMED_V251,v251下地実装: 対戦中に自分に使った特技枚数でコスト低下する参照口を追加（カウント加算側は今後の特技対象処理で精査）。
card_11d4585d,ダークドレアム,20,ユニット,共通,魔王,True,対戦中に死亡した味方ユニットの数分コスト-1 召喚時:他の全てのユニットと地形を破壊する。 自分の手札にあるユニットカードを全て捨てる。,召喚時|コスト,0,,3,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/547,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 死亡した味方ユニット数だけ手札コスト減。召喚時、他の全ユニットHP0/地形破壊/自分手札ユニット破棄。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 死亡した味方ユニット数だけ手札コスト減。召喚時、他の全ユニットHP0/地形破壊/自分手札ユニット破棄。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 死亡した味方ユニット数だけ手札コスト減。召喚時、他の全ユニットHP0/地形破壊/自分手札ユニット破棄。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 死亡した味方ユニット数だけ手札コスト減。召喚時、他の全ユニットHP0/地形破壊/自分手札ユニット破棄。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 死亡した味方ユニット数だけ手札コスト減。召喚時、他の全ユニットHP0/地形破壊/自分手札ユニット破棄。
card_4a6a4ae2,スライムファング,1,ユニット,共通,スライム,True,召喚時:スライム系の味方ユニット1体の攻撃力+1,召喚時,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/575,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 召喚時、味方スライム系ユニット1体の攻撃力+1を選択式で処理。
card_b5f6e747,ミノーン,1,ユニット,共通,なし,True,攻撃時：前後にいる味方ユニットのHP+1,攻撃時,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/635,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 攻撃時、前後にいる味方ユニットのHP+1。
card_7008ea88,ベビーゴイル,4,ユニット,共通,なし,True,召喚時：お互いのデッキにランダムな2コストの特技カードを3枚加える,召喚時|コスト|ランダム,1,,5,MEDIUM_COMPLEX_IMPLEMENTED_RECHECK,https://gameconductor.com/dqrivals/c/d/640,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v240既存実装をv252で確認: 召喚時、互いのデッキにランダム2コスト特技3枚追加。,IMPLEMENTED_OR_CONFIRMED_V252,v240既存実装をv252で確認: 召喚時、互いのデッキにランダム2コスト特技3枚追加。,IMPLEMENTED_OR_CONFIRMED_V252,v240既存実装をv252で確認: 召喚時、互いのデッキにランダム2コスト特技3枚追加。,IMPLEMENTED_OR_CONFIRMED_V252,v240既存実装をv252で確認: 召喚時、互いのデッキにランダム2コスト特技3枚追加。,IMPLEMENTED_OR_CONFIRMED_V252,v240既存実装をv252で確認: 召喚時、互いのデッキにランダム2コスト特技3枚追加。
card_576028ad,屍騎軍王ゾルデ,6,ユニット,共通,ゾンビ,True,自分のターン終了時、このユニットの前後に2/2の屍騎_x0008_軍王ゾルデ・影を出す。,自分のターン終了時,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/647,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時、このユニットの前後の空きマスに2/2の屍騎軍王ゾルデ・影を場に出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時、このユニットの前後の空きマスに2/2の屍騎軍王ゾルデ・影を場に出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時、このユニットの前後の空きマスに2/2の屍騎軍王ゾルデ・影を場に出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時、このユニットの前後の空きマスに2/2の屍騎軍王ゾルデ・影を場に出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時、このユニットの前後の空きマスに2/2の屍騎軍王ゾルデ・影を場に出す。
card_4f6e6bb5,屍騎軍王ゾルデ・影,3,ユニット,共通,ゾンビ,False,このユニットを除くゾンビ系の味方ユニットの攻撃力+1,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/680,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: このユニットを除く味方ゾンビ系ユニットの攻撃力+1を常在補正で反映。
card_4c84797f,テンタコルス,1,ユニット,共通,なし,True,自分のターン終了時全ての味方のHPを1回復,自分のターン終了時|回復,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/720,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 自分のターン終了時、全ての味方ユニットのHPを1回復。
card_e7be76a8,ダークスライム,1,ユニット,共通,スライム,True,このユニットの攻撃で敵ユニットを倒す度カードを1枚引く,カードを1枚引く,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/744,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵ユニットを倒した後、カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵ユニットを倒した後、カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵ユニットを倒した後、カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵ユニットを倒した後、カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵ユニットを倒した後、カードを1枚引く。
card_4d7940de,ピッキー,1,ユニット,共通,なし,True,いずれかのプレイヤーのヒーロースキルが発動する度両プレイヤーはカードを1枚引く,カードを1枚引く,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/785,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: ヒーロースキル使用後、両プレイヤーが1枚ドロー。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: ヒーロースキル使用後、両プレイヤーが1枚ドロー。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: ヒーロースキル使用後、両プレイヤーが1枚ドロー。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: ヒーロースキル使用後、両プレイヤーが1枚ドロー。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: ヒーロースキル使用後、両プレイヤーが1枚ドロー。
card_82e59f32,勇者エイト,1,ヒーロー,共通,,True,勇者エイトのヒーロースキルが使えるようになる。このカードは最初の手札に必ず来る。,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/786,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252暫定実装: Lv1/Lv2/Lv3定義追加。公式DBにレベルアップ回数が無いためLv1/Lv2進化回数は暫定2回扱い。要確認。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: ユーザー確認によりLv1/Lv2とも2回でレベルアップ。既存v252実装の要確認メモを解除。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: ユーザー確認によりLv1/Lv2とも2回でレベルアップ。既存v252実装の要確認メモを解除。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: ユーザー確認によりLv1/Lv2とも2回でレベルアップ。既存v252実装の要確認メモを解除。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: ユーザー確認によりLv1/Lv2とも2回でレベルアップ。既存v252実装の要確認メモを解除。
card_abaa260f,ライノソルジャー,3,ユニット,共通,なし,True,スキルブースト：HP+1,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/789,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: スキルブースト分、HP+1を常在補正で反映。
card_f9f18c64,小さな相棒,0,ヒーロー,共通,,False,味方リーダーがテンションスキルを使う度カードを1枚引く この効果は条件を満たすと自動的に発動する,カードを1枚引く,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/815,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252暫定実装: 勇者エイトLv1。味方リーダーのテンションスキル使用後、1ドロー。進化回数は要確認。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv1。テンションスキル使用後1ドロー、2回発動でLv2。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv1。テンションスキル使用後1ドロー、2回発動でLv2。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv1。テンションスキル使用後1ドロー、2回発動でLv2。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv1。テンションスキル使用後1ドロー、2回発動でLv2。
card_2e2c9193,挑戦!バトルロード,0,ヒーロー,共通,,False,スキルブーストを持つカードを使用した後テンション+1 この効果は条件を満たすと自動的に発動する,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/816,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252暫定実装: 勇者エイトLv2。スキルブースト持ちカード使用後、テンション+1。進化回数は要確認。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv2。スキルブーストカード使用後テンション+1、2回発動でLv3。表記は半角!に統一。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv2。スキルブーストカード使用後テンション+1、2回発動でLv3。表記は半角!に統一。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv2。スキルブーストカード使用後テンション+1、2回発動でLv3。表記は半角!に統一。,IMPLEMENTED_OR_CONFIRMED_V253,v253確定: 勇者エイトLv2。スキルブーストカード使用後テンション+1、2回発動でLv3。表記は半角!に統一。
card_0d5bde5a,姫君との結婚,11,トークン,共通,,False,この対戦の間自分のターン開始時テンション+3、さらにカードを1枚引く、スキルブースト:コスト-1,自分のターン開始時|カードを1枚引く|コスト,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/817,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 発動後、自分ターン開始時にテンション+3と1ドロー。スキルブーストによるコスト減も追加。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 発動後、自分ターン開始時にテンション+3と1ドロー。スキルブーストによるコスト減も追加。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 発動後、自分ターン開始時にテンション+3と1ドロー。スキルブーストによるコスト減も追加。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 発動後、自分ターン開始時にテンション+3と1ドロー。スキルブーストによるコスト減も追加。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 発動後、自分ターン開始時にテンション+3と1ドロー。スキルブーストによるコスト減も追加。
card_71ffdefc,フラワーゾンビ,1,ユニット,共通,ゾンビ,True,召喚時：自分のデッキから2コスト以下の武器カードを1枚引く,召喚時|カードを1枚引く|コスト,0,,3,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/863,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自分のデッキから2コスト以下の武器カードをランダムに1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自分のデッキから2コスト以下の武器カードをランダムに1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自分のデッキから2コスト以下の武器カードをランダムに1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自分のデッキから2コスト以下の武器カードをランダムに1枚引く。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自分のデッキから2コスト以下の武器カードをランダムに1枚引く。
card_c97c7b46,ワルぼう,1,ユニット,共通,なし,True,お互いのターン終了時両プレイヤーはデッキの一番上のカードを1枚捨てる,,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/898,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: お互いのターン終了時、両プレイヤーの山札上を1枚捨てる。
card_d4598f73,破邪の秘技・勇者の眼,1,トークン,共通,,False,自分のデッキの上からカードを3枚見る。1枚を手札に加え、残りをデッキの下に戻す。 ヒーロースキルがランダムな別の破邪の秘技になる。,ランダム,0,,2,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/981,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: アンルシア/破邪の秘技ヒーロー分岐としてまとめて実装予定。,IMPLEMENTED_V253,v253実装: 山札上3枚から1枚を選んで手札へ、残りをデッキ下へ。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 山札上3枚から1枚を選んで手札へ、残りをデッキ下へ。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 山札上3枚から1枚を選んで手札へ、残りをデッキ下へ。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 山札上3枚から1枚を選んで手札へ、残りをデッキ下へ。使用後、別の破邪の秘技へランダム変更。
card_5357b154,破邪の秘技・勇者の心,1,トークン,共通,,False,味方リーダーのテンション+3。 ヒーロースキルがランダムな別の破邪の秘技になる。,ランダム,0,,1,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/982,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: アンルシア/破邪の秘技ヒーロー分岐としてまとめて実装予定。,IMPLEMENTED_V253,v253実装: 味方リーダーのテンション+3。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 味方リーダーのテンション+3。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 味方リーダーのテンション+3。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 味方リーダーのテンション+3。使用後、別の破邪の秘技へランダム変更。
card_4cc999a9,破邪の秘技・勇者の光,1,トークン,共通,,False,敵1体を次のターン終了時まで攻撃不能にする。 ヒーロースキルがランダムな別の破邪の秘技になる。,ランダム,0,,1,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/983,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: アンルシア/破邪の秘技ヒーロー分岐としてまとめて実装予定。,IMPLEMENTED_V253,v253実装: 敵1体を次のターン終了時まで攻撃不能。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 敵1体を次のターン終了時まで攻撃不能。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 敵1体を次のターン終了時まで攻撃不能。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 敵1体を次のターン終了時まで攻撃不能。使用後、別の破邪の秘技へランダム変更。
card_618dd613,破邪の秘技・勇者の盾,3,トークン,共通,,False,全ての味方に「次のターン終了時まで受けるダメージ-2」を付与する。 ヒーロースキルがランダムな別の破邪の秘技になる。,ダメージ|ランダム,0,,2,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/985,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: アンルシア/破邪の秘技ヒーロー分岐としてまとめて実装予定。,IMPLEMENTED_V253,v253実装: 全ての味方に次のターン終了時まで受けるダメージ-2。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 全ての味方に次のターン終了時まで受けるダメージ-2。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 全ての味方に次のターン終了時まで受けるダメージ-2。使用後、別の破邪の秘技へランダム変更。,IMPLEMENTED_V253,v253実装: 全ての味方に次のターン終了時まで受けるダメージ-2。使用後、別の破邪の秘技へランダム変更。
card_f130960a,フォンデュ,1,ユニット,共通,なし,True,召喚時：味方冒険者1体を+1/+1,召喚時,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1015,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、味方冒険者1体を選択して+1/+1。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、味方冒険者1体を選択して+1/+1。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、味方冒険者1体を選択して+1/+1。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、味方冒険者1体を選択して+1/+1。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、味方冒険者1体を選択して+1/+1。
card_8f583e5f,破壊神シドー,8,ユニット,共通,魔王,True,自分のターン終了時全ての敵ユニットに2ダメージ。相手のターン終了時このユニットのHPを全回復する,自分のターン終了時|相手のターン終了時|ダメージ|回復,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1016,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時に全敵ユニットへ2ダメージ。相手ターン終了時に自身全回復。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時に全敵ユニットへ2ダメージ。相手ターン終了時に自身全回復。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時に全敵ユニットへ2ダメージ。相手ターン終了時に自身全回復。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時に全敵ユニットへ2ダメージ。相手ターン終了時に自身全回復。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 自分ターン終了時に全敵ユニットへ2ダメージ。相手ターン終了時に自身全回復。
card_f9015853,いいえ,0,特技,共通,,False,ランダムな敵1体に4ダメージ、このユニットは「相手のターン開始時ランダムな敵1体に4ダメージ」を得る,相手のターン開始時|ダメージ|ランダム,0,,1,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/1034,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: 少年シドー/選択トークン系としてヒーロー分岐と一緒に確認。,IMPLEMENTED_V253,v253実装: ランダムな敵1体に4ダメージ。発生元の悪の化身りゅうおう、または発生元不明時はプレイヤー側に、相手ターン開始時4ダメージの継続効果を付与。,IMPLEMENTED_V253,v253実装: ランダムな敵1体に4ダメージ。発生元の悪の化身りゅうおう、または発生元不明時はプレイヤー側に、相手ターン開始時4ダメージの継続効果を付与。,IMPLEMENTED_V253,v253実装: ランダムな敵1体に4ダメージ。発生元の悪の化身りゅうおう、または発生元不明時はプレイヤー側に、相手ターン開始時4ダメージの継続効果を付与。,IMPLEMENTED_V253,v253実装: ランダムな敵1体に4ダメージ。発生元の悪の化身りゅうおう、または発生元不明時はプレイヤー側に、相手ターン開始時4ダメージの継続効果を付与。
card_4fab031d,ばくだんベビー,1,ユニット,共通,なし,True,死亡時：全てのユニットに1ダメージ,死亡時|ダメージ,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1072,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V251,v251個別実装: 死亡時、全てのユニットに1ダメージ。
card_d35b28aa,タホドラキー,1,ユニット,共通,なし,True,召喚時：カードを1枚引く。その後自分の手札から1枚選び自分のデッキに混ぜる,召喚時|カードを1枚引く,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1114,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時1ドロー後、手札1枚を選んでデッキに戻しシャッフル。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時1ドロー後、手札1枚を選んでデッキに戻しシャッフル。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時1ドロー後、手札1枚を選んでデッキに戻しシャッフル。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時1ドロー後、手札1枚を選んでデッキに戻しシャッフル。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時1ドロー後、手札1枚を選んでデッキに戻しシャッフル。
card_40d4b786,キラースコップ,1,ユニット,共通,なし,True,召喚時:お互いのデッキのランダムなユニットカード1枚を比べ 自分の方がコストが高いならGET(1)、BET:攻撃力+1,召喚時|BET|GET|コスト|ランダム,0,bet_engine+get_engine,6,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/1171,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、互いのデッキからランダムユニットを比較し、自分側コストが高ければGET(1)。BET攻撃+1は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、互いのデッキからランダムユニットを比較し、自分側コストが高ければGET(1)。BET攻撃+1は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、互いのデッキからランダムユニットを比較し、自分側コストが高ければGET(1)。BET攻撃+1は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、互いのデッキからランダムユニットを比較し、自分側コストが高ければGET(1)。BET攻撃+1は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、互いのデッキからランダムユニットを比較し、自分側コストが高ければGET(1)。BET攻撃+1は既存処理で確認。
